,0,1,log
0,,,"['unable to get the rating', 'unable to get the user rating']"
1,NR,9,[]
2,,,"['unable to get the rating', 'unable to get the user rating']"
3,,,"['unable to get the rating', 'unable to get the user rating']"
4,NR,-,[]
5,,,"['unable to get the rating', 'unable to get the user rating']"
6,,,"['unable to get the rating', 'unable to get the user rating']"
7,,,"['unable to get the rating', 'unable to get the user rating']"
8,NR,-,[]
9,,,"['unable to get the rating', 'unable to get the user rating']"
10,NR,6,[]
11,,,"['unable to get the rating', 'unable to get the user rating']"
12,,,"['unable to get the rating', 'unable to get the user rating']"
13,,,"['unable to get the rating', 'unable to get the user rating']"
14,,,"['unable to get the rating', 'unable to get the user rating']"
15,,,"['unable to get the rating', 'unable to get the user rating']"
16,NR,,['unable to get the user rating']
17,7.8,6.7,[]
18,,,"['unable to get the rating', 'unable to get the user rating']"
19,,,"['unable to get the rating', 'unable to get the user rating']"
20,,,"['unable to get the rating', 'unable to get the user rating']"
21,,,"['unable to get the rating', 'unable to get the user rating']"
22,NR,8,[]
23,NR,5.6,[]
24,,,"['unable to get the rating', 'unable to get the user rating']"
25,,,"['unable to get the rating', 'unable to get the user rating']"
26,,,"['unable to get the rating', 'unable to get the user rating']"
27,,,"['unable to get the rating', 'unable to get the user rating']"
28,,,"['unable to get the rating', 'unable to get the user rating']"
29,,,"['unable to get the rating', 'unable to get the user rating']"
30,NR,-,[]
31,NR,,['unable to get the user rating']
32,,,"['unable to get the rating', 'unable to get the user rating']"
33,,,"['unable to get the rating', 'unable to get the user rating']"
34,,,"['unable to get the rating', 'unable to get the user rating']"
35,NR,,['unable to get the user rating']
36,,,"['unable to get the rating', 'unable to get the user rating']"
37,NR,,['unable to get the user rating']
38,,,"['unable to get the rating', 'unable to get the user rating']"
39,,,"['unable to get the rating', 'unable to get the user rating']"
40,NR,6.2,[]
41,,,"['unable to get the rating', 'unable to get the user rating']"
42,NR,-,[]
43,NR,-,[]
44,,,"['unable to get the rating', 'unable to get the user rating']"
45,,,"['unable to get the rating', 'unable to get the user rating']"
46,,,"['unable to get the rating', 'unable to get the user rating']"
47,,,"['unable to get the rating', 'unable to get the user rating']"
48,5.8,3,[]
49,,,"['unable to get the rating', 'unable to get the user rating']"
50,NR,,['unable to get the user rating']
51,NR,,['unable to get the user rating']
52,NR,-,[]
53,,,"['unable to get the rating', 'unable to get the user rating']"
54,,,"['unable to get the rating', 'unable to get the user rating']"
55,,,"['unable to get the rating', 'unable to get the user rating']"
56,,,"['unable to get the rating', 'unable to get the user rating']"
57,,,"['unable to get the rating', 'unable to get the user rating']"
58,,,"['unable to get the rating', 'unable to get the user rating']"
59,,,"['unable to get the rating', 'unable to get the user rating']"
60,,,"['unable to get the rating', 'unable to get the user rating']"
61,,,"['unable to get the rating', 'unable to get the user rating']"
62,,,"['unable to get the rating', 'unable to get the user rating']"
63,NR,8.3,[]
64,,,"['unable to get the rating', 'unable to get the user rating']"
65,,,"['unable to get the rating', 'unable to get the user rating']"
66,,,"['unable to get the rating', 'unable to get the user rating']"
67,,,"['unable to get the rating', 'unable to get the user rating']"
68,NR,-,[]
69,,,"['unable to get the rating', 'unable to get the user rating']"
70,,,"['unable to get the rating', 'unable to get the user rating']"
71,,,"['unable to get the rating', 'unable to get the user rating']"
72,,,"['unable to get the rating', 'unable to get the user rating']"
73,,,"['unable to get the rating', 'unable to get the user rating']"
74,NR,-,[]
75,,,"['unable to get the rating', 'unable to get the user rating']"
76,,,"['unable to get the rating', 'unable to get the user rating']"
77,NR,-,[]
78,NR,-,[]
79,,,"['unable to get the rating', 'unable to get the user rating']"
80,,,"['unable to get the rating', 'unable to get the user rating']"
81,,,"['unable to get the rating', 'unable to get the user rating']"
82,,,"['unable to get the rating', 'unable to get the user rating']"
83,,,"['unable to get the rating', 'unable to get the user rating']"
84,,,"['unable to get the rating', 'unable to get the user rating']"
85,,,"['unable to get the rating', 'unable to get the user rating']"
86,,,"['unable to get the rating', 'unable to get the user rating']"
87,,,"['unable to get the rating', 'unable to get the user rating']"
88,,,"['unable to get the rating', 'unable to get the user rating']"
89,2,-,[]
90,,,"['unable to get the rating', 'unable to get the user rating']"
91,,,"['unable to get the rating', 'unable to get the user rating']"
92,,,"['unable to get the rating', 'unable to get the user rating']"
93,NR,-,[]
94,,,"['unable to get the rating', 'unable to get the user rating']"
95,NR,-,[]
96,NR,-,[]
97,,,"['unable to get the rating', 'unable to get the user rating']"
98,,,"['unable to get the rating', 'unable to get the user rating']"
99,,,"['unable to get the rating', 'unable to get the user rating']"
100,,,"['unable to get the rating', 'unable to get the user rating']"
101,,,"['unable to get the rating', 'unable to get the user rating']"
102,NR,-,[]
103,,,"['unable to get the rating', 'unable to get the user rating']"
104,,,"['unable to get the rating', 'unable to get the user rating']"
105,,,"['unable to get the rating', 'unable to get the user rating']"
106,,,"['unable to get the rating', 'unable to get the user rating']"
107,NR,-,[]
108,,,"['unable to get the rating', 'unable to get the user rating']"
109,NR,-,[]
110,,,"['unable to get the rating', 'unable to get the user rating']"
111,6.5,5,[]
112,NR,-,[]
113,NR,-,[]
114,,,"['unable to get the rating', 'unable to get the user rating']"
115,NR,4,[]
116,NR,4,[]
117,,,"['unable to get the rating', 'unable to get the user rating']"
118,NR,,['unable to get the user rating']
119,,,"['unable to get the rating', 'unable to get the user rating']"
120,4,3,[]
121,,,"['unable to get the rating', 'unable to get the user rating']"
122,NR,-,[]
123,,,"['unable to get the rating', 'unable to get the user rating']"
124,7.5,7.3,[]
125,6,7.5,[]
126,,,"['unable to get the rating', 'unable to get the user rating']"
127,,,"['unable to get the rating', 'unable to get the user rating']"
128,,,"['unable to get the rating', 'unable to get the user rating']"
129,,,"['unable to get the rating', 'unable to get the user rating']"
130,,,"['unable to get the rating', 'unable to get the user rating']"
131,NR,-,[]
132,6,-,[]
133,,,"['unable to get the rating', 'unable to get the user rating']"
134,NR,-,[]
135,,,"['unable to get the rating', 'unable to get the user rating']"
136,,,"['unable to get the rating', 'unable to get the user rating']"
137,NR,-,[]
138,NR,7,[]
139,,,"['unable to get the rating', 'unable to get the user rating']"
140,NR,7.2,[]
141,,,"['unable to get the rating', 'unable to get the user rating']"
142,,,"['unable to get the rating', 'unable to get the user rating']"
143,,,"['unable to get the rating', 'unable to get the user rating']"
144,,,"['unable to get the rating', 'unable to get the user rating']"
145,,,"['unable to get the rating', 'unable to get the user rating']"
146,NR,6,[]
147,NR,7.6,[]
148,,,"['unable to get the rating', 'unable to get the user rating']"
149,,,"['unable to get the rating', 'unable to get the user rating']"
150,,,"['unable to get the rating', 'unable to get the user rating']"
151,NR,6.5,[]
152,,,"['unable to get the rating', 'unable to get the user rating']"
153,,,"['unable to get the rating', 'unable to get the user rating']"
154,,,"['unable to get the rating', 'unable to get the user rating']"
155,,,"['unable to get the rating', 'unable to get the user rating']"
156,,,"['unable to get the rating', 'unable to get the user rating']"
157,,,"['unable to get the rating', 'unable to get the user rating']"
158,NR,6,[]
159,NR,-,[]
160,,,"['unable to get the rating', 'unable to get the user rating']"
161,,,"['unable to get the rating', 'unable to get the user rating']"
162,,,"['unable to get the rating', 'unable to get the user rating']"
163,,,"['unable to get the rating', 'unable to get the user rating']"
164,,,"['unable to get the rating', 'unable to get the user rating']"
165,6,5.3,[]
166,,,"['unable to get the rating', 'unable to get the user rating']"
167,,,"['unable to get the rating', 'unable to get the user rating']"
168,,,"['unable to get the rating', 'unable to get the user rating']"
169,,,"['unable to get the rating', 'unable to get the user rating']"
170,,,"['unable to get the rating', 'unable to get the user rating']"
171,NR,-,[]
172,,,"['unable to get the rating', 'unable to get the user rating']"
173,,,"['unable to get the rating', 'unable to get the user rating']"
174,NR,-,[]
175,8,6,[]
176,,,"['unable to get the rating', 'unable to get the user rating']"
177,,,"['unable to get the rating', 'unable to get the user rating']"
178,,,"['unable to get the rating', 'unable to get the user rating']"
179,,,"['unable to get the rating', 'unable to get the user rating']"
180,,,"['unable to get the rating', 'unable to get the user rating']"
181,,,"['unable to get the rating', 'unable to get the user rating']"
182,,,"['unable to get the rating', 'unable to get the user rating']"
183,,,"['unable to get the rating', 'unable to get the user rating']"
184,,,"['unable to get the rating', 'unable to get the user rating']"
185,,,"['unable to get the rating', 'unable to get the user rating']"
186,4,,['unable to get the user rating']
187,NR,6,[]
188,NR,-,[]
189,,,"['unable to get the rating', 'unable to get the user rating']"
190,NR,7.3,[]
191,,,"['unable to get the rating', 'unable to get the user rating']"
192,NR,-,[]
193,,,"['unable to get the rating', 'unable to get the user rating']"
194,,,"['unable to get the rating', 'unable to get the user rating']"
195,,,"['unable to get the rating', 'unable to get the user rating']"
196,,,"['unable to get the rating', 'unable to get the user rating']"
197,,,"['unable to get the rating', 'unable to get the user rating']"
198,,,"['unable to get the rating', 'unable to get the user rating']"
199,NR,,['unable to get the user rating']
200,,,"['unable to get the rating', 'unable to get the user rating']"
201,,,"['unable to get the rating', 'unable to get the user rating']"
202,,,"['unable to get the rating', 'unable to get the user rating']"
203,,,"['unable to get the rating', 'unable to get the user rating']"
204,,,"['unable to get the rating', 'unable to get the user rating']"
205,,,"['unable to get the rating', 'unable to get the user rating']"
206,,,"['unable to get the rating', 'unable to get the user rating']"
207,,,"['unable to get the rating', 'unable to get the user rating']"
208,,,"['unable to get the rating', 'unable to get the user rating']"
209,,,"['unable to get the rating', 'unable to get the user rating']"
210,,,"['unable to get the rating', 'unable to get the user rating']"
211,,,"['unable to get the rating', 'unable to get the user rating']"
212,NR,6,[]
213,,,"['unable to get the rating', 'unable to get the user rating']"
214,,,"['unable to get the rating', 'unable to get the user rating']"
215,NR,7,[]
216,,,"['unable to get the rating', 'unable to get the user rating']"
217,,,"['unable to get the rating', 'unable to get the user rating']"
218,NR,,['unable to get the user rating']
219,,,"['unable to get the rating', 'unable to get the user rating']"
220,NR,6.5,[]
221,,,"['unable to get the rating', 'unable to get the user rating']"
